FEATURE_ID,SVDATE,ASL_FDR,ASL_FDRLFT,ASL_FDCENT,ASL_FDRIGH,ASL_SHARED,ASL_COLOUR,BOROUGH,PHOTO1_URL,PHOTO2_URL,geometry,asl_length_m
RWG276569,2018-03-07,0,0,0,0,0,NONE,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG276569_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG276569_2.jpg,"c(-0.1092281318, -0.1091707856, 51.6179137048, 51.6179092079)",3.99070961728055
RWG276570,2018-03-09,0,0,0,0,0,NONE,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG276570_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG276570_2.jpg,"c(-0.1098967152, -0.1098310271, 51.6157537853, 51.6157462586)",4.61198505837919
RWG276571,2018-03-09,0,0,0,0,0,NONE,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG276571_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG276571_2.jpg,"c(-0.109366475, -0.1093217146, 51.6178078951, 51.6177799734)",4.38059670827043
RWG150409,2017-09-19,0,0,0,0,0,NONE,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150409_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150409_2.jpg,"c(-0.0954800686, -0.0953756273, 51.6320199482, 51.6319836049)",8.2640280892118
RWG150410,2017-09-20,0,0,0,0,0,NONE,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150410_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150410_2.jpg,"c(-0.0600649014, -0.0601774558, 51.6448590734, 51.6448595304)",7.76645825689871
RWG150415,2017-09-21,0,0,0,0,0,NONE,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150415_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150415_2.jpg,"c(-0.0642467125, -0.0642596836, 51.614950115, 51.614912758)",4.24936633332552
RWG150416,2017-09-21,0,0,0,0,0,GREEN,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150416_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150416_2.jpg,"c(-0.064592028, -0.0645924904, 51.6144106127, 51.6144421978)",3.51225350566198
RWG150424,2017-09-22,0,0,0,0,0,NONE,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150424_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150424_2.jpg,"c(-0.0190475453, -0.0191386019, 51.6707019696, 51.670694876)",6.3287016579024
RWG150449,2017-09-27,0,0,0,0,0,NONE,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150449_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150449_2.jpg,"c(-0.1092105009, -0.1092864815, 51.6156927017, 51.615693984)",5.2479965383275
RWG150329,2017-09-18,1,1,0,0,0,NONE,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150329_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150329_2.jpg,"c(-0.048765418, -0.0488085779, 51.6485580011, 51.6485606211)",2.99202192869173
RWG150322,2017-09-18,1,1,0,0,0,GREEN,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150322_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150322_2.jpg,"c(-0.0816314678, -0.081679424, 51.6506271445, 51.6506245181)",3.32143737086084
RWG150323,2017-09-18,1,1,0,0,0,GREEN,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150323_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150323_2.jpg,"c(-0.0800065117, -0.0800590214, 51.6506992528, 51.6506958463)",3.64246946575912
RWG150339,2017-09-20,1,1,0,0,0,NONE,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150339_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150339_2.jpg,"c(-0.0282254891, -0.0281804778, 51.6416759727, 51.6416422879)",4.86587399470433
RWG150357,2017-09-24,1,1,0,0,0,NONE,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150357_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150357_2.jpg,"c(-0.0970241105, -0.0970608022, 51.6299836806, 51.6299306702)",6.4155290275001
RWG150374,2017-09-27,1,1,0,0,0,NONE,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150374_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150374_2.jpg,"c(-0.1095139147, -0.1095218692, 51.6159036793, 51.615842713)",6.80136483541694
RWG150376,2017-09-28,1,1,0,0,0,NONE,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150376_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150376_2.jpg,"c(-0.1095195854, -0.1095175094, 51.6125996177, 51.6125732437)",2.93616085761437
RWG276568,2018-03-09,1,1,0,0,0,NONE,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG276568_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG276568_2.jpg,"c(-0.1088522443, -0.1088963162, 51.6178258023, 51.6177974816)",4.37898925652518
RWG150398,2017-09-18,0,0,0,0,0,NONE,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150398_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150398_2.jpg,"c(-0.0810528467, -0.081002379, 51.6522497611, 51.652259854)",3.65812687199338
RWG150399,2017-09-18,0,0,0,0,0,GREEN,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150399_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150399_2.jpg,"c(-0.0762265265, -0.0762652333, 51.6523273767, 51.6523297607)",2.68346804513044
RWG150315,2017-09-15,1,1,0,0,0,NONE,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150315_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150315_2.jpg,"c(-0.1212803562, -0.1213102564, 51.6131626484, 51.6131236046)",4.80737755543375
RWG150321,2017-09-17,1,1,0,0,0,NONE,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150321_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150321_2.jpg,"c(-0.1096570237, -0.1096596347, 51.6120765501, 51.6121147641)",4.25303264696061
RWG150330,2017-09-18,1,1,0,0,0,NONE,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150330_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150330_2.jpg,"c(-0.049434732, -0.0493831431, 51.6487354371, 51.6487344349)",3.5610915215441
RWG150334,2017-09-19,1,1,0,0,0,NONE,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150334_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150334_2.jpg,"c(-0.0607133262, -0.0607286831, 51.6239595409, 51.6239224701)",4.25622977589004
RWG150335,2017-09-19,1,1,0,0,0,NONE,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150335_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150335_2.jpg,"c(-0.0376796073, -0.0377298679, 51.6468754521, 51.6468839641)",3.59468920729705
RWG150336,2017-09-19,1,1,0,0,0,NONE,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150336_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150336_2.jpg,"c(-0.0381541121, -0.0380974457, 51.6470477946, 51.6470357528)",4.13273849930098
RWG150338,2017-09-20,1,1,0,0,0,NONE,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150338_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150338_2.jpg,"c(-0.0279295276, -0.0279749634, 51.6411975405, 51.6412300905)",4.78857006395182
RWG150407,2017-09-19,0,0,0,0,0,NONE,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150407_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150407_2.jpg,"c(-0.0607038319, -0.0606420327, 51.6450345401, 51.6450345403)",4.26414940781922
RWG150403,2017-09-18,0,0,0,0,0,NONE,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150403_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150403_2.jpg,"c(-0.121605792, -0.1215964067, 51.6127859383, 51.6128290298)",4.83518842545484
RWG150404,2017-09-19,0,0,0,0,0,GREEN,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150404_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150404_2.jpg,"c(-0.0783863147, -0.0783635626, 51.6300611998, 51.6300535692)",1.78497369205075
RWG150405,2017-09-19,0,0,0,0,0,GREEN,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150405_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150405_2.jpg,"c(-0.0779647988, -0.0780234163, 51.629619969, 51.6296516838)",5.36716076429587
RWG150406,2017-09-19,0,0,0,0,0,NONE,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150406_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150406_2.jpg,"c(-0.0583731494, -0.0583211018, 51.6257752261, 51.6257998482)",4.51709674885635
RWG150400,2017-09-18,0,0,0,0,0,GREEN,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150400_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150400_2.jpg,"c(-0.0631486707, -0.0631985201, 51.6500773164, 51.6500854555)",3.55631477998797
RWG150401,2017-09-18,0,0,0,0,0,NONE,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150401_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150401_2.jpg,"c(-0.0763900601, -0.0763963945, 51.6525648532, 51.6525325584)",3.61751580396829
RWG150402,2017-09-18,0,0,0,0,0,NONE,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150402_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150402_2.jpg,"c(-0.0768151391, -0.0767485145, 51.6524613581, 51.6524594801)",4.60109066507204
RWG150324,2017-09-18,1,1,0,0,0,NONE,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150324_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150324_2.jpg,"c(-0.0795638046, -0.079617545, 51.6523051744, 51.6522893509)",4.1038230240591
RWG150325,2017-09-18,1,1,0,0,0,NONE,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150325_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150325_2.jpg,"c(-0.0799088228, -0.0798476854, 51.6523462444, 51.6523488605)",4.22782423979948
RWG150326,2017-09-18,1,1,0,0,0,NONE,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150326_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150326_2.jpg,"c(-0.0805834705, -0.0805851387, 51.6524663832, 51.6524306919)",3.97036605242534
RWG150327,2017-09-18,1,1,0,0,0,NONE,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150327_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150327_2.jpg,"c(-0.0807839725, -0.0807814282, -0.0807786099, 51.6520916906, 51.6521116102, 51.6521273053)",3.97792173304033
RWG220488,2018-02-13,0,0,0,0,0,GREEN,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG220488_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG220488_2.jpg,"c(0.212610759, 0.2126394231, 51.5626961032, 51.5627256933)",3.84082105505684
RWG123149,2017-09-01,0,0,0,0,0,NONE,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123149_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123149_2.jpg,"c(0.220252336, 0.2202152563, 51.5622680327, 51.5623346245)",7.83576066922626
RWG123130,2017-09-11,1,1,0,0,0,GREEN,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123130_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123130_2.jpg,"c(0.19513987, 0.1951358963, 51.5649880609, 51.5650158203)",3.09890585414424
RWG123131,2017-09-11,1,1,0,0,0,GREEN,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123131_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123131_2.jpg,"c(0.1954781813, 0.1954360239, 51.5651156349, 51.5651122342)",2.9384212876798
RWG123138,2017-09-12,1,1,0,0,0,GREEN,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123138_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123138_2.jpg,"c(0.1995139766, 0.1995762745, 51.5865656494, 51.5865718963)",4.35979193094555
RWG123159,2017-09-14,0,0,0,0,0,GREEN,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123159_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123159_2.jpg,"c(0.1867319026, 0.1867810104, 51.5765046503, 51.5765242314)",4.03199512832406
RWG123160,2017-09-15,0,0,0,0,0,NONE,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123160_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123160_2.jpg,"c(0.1843733473, 0.1843131378, 51.5742063583, 51.5741883957)",4.61550706606672
RWG151100,2017-12-14,1,1,0,0,0,GREEN,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG151100_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG151100_2.jpg,"c(0.1927677675, 0.1928293533, 51.565195438, 51.5651969459)",4.26020443257372
RWG123145,2017-09-01,0,0,0,0,0,GREEN,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123145_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123145_2.jpg,"c(0.2300917242, 0.2300420886, 51.5600056854, 51.5600122571)",3.50822724939198
RWG123157,2017-09-11,0,0,0,0,0,NONE,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123157_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123157_2.jpg,"c(0.2175433537, 0.2175194536, 51.5630595169, 51.5630250148)",4.17706343134383
RWG123158,2017-09-14,0,0,0,0,0,NONE,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123158_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123158_2.jpg,"c(0.2101986254, 0.2101986066, 0.2101640228, 51.5908547788, 51.5908548062, 51.5908714)",3.02201061928304
RWG123127,2017-09-11,1,1,0,0,0,GREEN,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123127_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123127_2.jpg,"c(0.1883728718, 0.1883579421, 51.5652465706, 51.5652665952)",2.45415156618471
RWG123148,2017-09-01,0,0,0,0,0,NONE,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123148_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123148_2.jpg,"c(0.2201905375, 0.2201328599, 51.5622321758, 51.5622859612)",7.18782174018759
RWG123135,2017-09-11,1,1,0,0,0,GREEN,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123135_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123135_2.jpg,"c(0.2125704322, 0.2126340209, 51.5629581626, 51.562962434)",4.42114936499681
RWG123137,2017-09-12,1,0,1,0,0,GREEN,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123137_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123137_2.jpg,"c(0.1810436968, 0.1810969204, 51.5230630095, 51.5230529756)",3.84762210497694
RWG123144,2017-09-12,1,1,0,0,0,GREEN,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123144_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123144_2.jpg,"c(0.166706488, 0.1666495126, 51.5259361452, 51.5259466357)",4.11060952049
RWG123150,2017-09-01,0,0,0,0,0,NONE,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123150_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123150_2.jpg,"c(0.219897453, 0.2199845452, 51.5624623804, 51.5624421955)",6.42508487507051
RWG123151,2017-09-01,0,0,0,0,0,NONE,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123151_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123151_2.jpg,"c(0.2201903, 0.2202193769, 51.5624683461, 51.5624165832)",6.09663489364459
RWG123132,2017-09-11,1,1,0,0,0,GREEN,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123132_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123132_2.jpg,"c(0.1660363488, 0.1660952208, 51.5262286097, 51.526216758)",4.28071278990878
RWG123133,2017-09-11,1,1,0,0,0,GREEN,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123133_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123133_2.jpg,"c(0.1697703425, 0.1698245016, 51.525465608, 51.5254547928)",3.93509487507495
RWG123126,2017-09-11,1,1,0,0,0,GREEN,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123126_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123126_2.jpg,"c(0.1899341676, 0.1899785453, 51.5653322488, 51.5653302673)",3.07534762726866
RWG123128,2017-09-11,1,1,0,0,0,GREEN,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123128_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123128_2.jpg,"c(0.190431661, 0.1903786389, 51.5651622689, 51.565148953)",3.95276798259271
RWG123129,2017-09-11,1,1,0,0,0,GREEN,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123129_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123129_2.jpg,"c(0.1935171605, 0.1934599483, 51.5650475033, 51.5650465049)",3.95616470536905
RWG123134,2017-09-11,1,1,0,0,0,GREEN,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123134_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123134_2.jpg,"c(0.1732431662, 0.1732949672, 51.5247650445, 51.5247545169)",3.77009106634907
RWG123153,2017-09-11,0,0,0,0,0,GREEN,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123153_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123153_2.jpg,"c(0.1884467399, 0.1885022908, 51.5654595406, 51.5654500551)",3.98196996092135
RWG123154,2017-09-11,0,0,0,0,0,GREEN,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123154_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123154_2.jpg,"c(0.2131128631, 0.213060594, 51.5628915134, 51.5628832112)",3.72917451388024
RWG123155,2017-09-11,0,0,0,0,0,NONE,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123155_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123155_2.jpg,"c(0.2170457447, 0.2171031227, 51.5629783898, 51.5629756387)",3.97802724415643
RWG123156,2017-09-11,0,0,0,0,0,NONE,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123156_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123156_2.jpg,"c(0.217620487, 0.2175686168, 51.5628126173, 51.5628195299)",3.66699807817794
RWG123289,2017-10-03,1,1,0,0,0,NONE,Merton,https://cycleassetimages.data.tfl.gov.uk/RWG123289_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123289_2.jpg,"c(-0.1962011071, -0.1962599407, 51.4192786522, 51.4192699107)",4.19390057838781
RWG123290,2017-10-03,1,1,0,0,0,NONE,Merton,https://cycleassetimages.data.tfl.gov.uk/RWG123290_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123290_2.jpg,"c(-0.196422276, -0.1964175343, 51.419441684, 51.4194159447)",2.88090900905398
RWG123152,2017-09-01,0,0,0,0,0,GREEN,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123152_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123152_2.jpg,"c(0.2293494163, 0.2294043749, 51.5602341881, 51.5602258833)",3.9098545858688
RWG123140,2017-09-12,1,0,1,0,0,GREEN,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123140_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123140_2.jpg,"c(0.1816417032, 0.1815841618, 51.5227386334, 51.5227512791)",4.22209366330499
RWG123141,2017-09-12,1,1,0,0,0,NONE,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123141_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123141_2.jpg,"c(0.1739826432, 0.173928324, 51.5244548345, 51.5244653604)",3.93603574470356
RWG123142,2017-09-12,1,1,0,0,0,NONE,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123142_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123142_2.jpg,"c(0.183366775, 0.183410338, 51.5741367199, 51.5741476798)",3.2478604222103
RWG123378,2017-10-13,1,1,0,0,0,NONE,Hounslow,https://cycleassetimages.data.tfl.gov.uk/RWG123378_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123378_2.jpg,"c(-0.3822401631, -0.382190684, 51.438085267, 51.4380654392)",4.07716308490092
RWG123139,2017-09-12,1,0,0,1,0,NONE,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123139_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123139_2.jpg,"c(0.1871962008, 0.187249592, 51.5751312433, 51.5751467055)",4.07059627955927
RWG123146,2017-09-01,0,0,0,0,0,GREEN,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123146_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123146_2.jpg,"c(0.2299709106, 0.2299457718, 51.560322948, 51.560299215)",3.1597941567135
RWG123147,2017-09-01,0,0,0,0,0,GREEN,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123147_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123147_2.jpg,"c(0.2295649383, 0.2295775506, 51.5599068171, 51.5599379565)",3.57063335666965
RWG123337,2017-10-07,1,1,0,0,0,GREEN,Merton,https://cycleassetimages.data.tfl.gov.uk/RWG123337_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123337_2.jpg,"c(-0.2033195659, -0.2033079631, 51.3922518324, 51.3922082325)",4.91448205991023
RWG123399,2017-10-19,1,1,0,0,0,NONE,Kingston upon Thames,https://cycleassetimages.data.tfl.gov.uk/RWG123399_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123399_2.jpg,"c(-0.2739441484, -0.2739420893, 51.4066773158, 51.4066503322)",3.00384147792941
RWG123400,2017-10-19,1,1,0,0,0,NONE,Kingston upon Thames,https://cycleassetimages.data.tfl.gov.uk/RWG123400_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123400_2.jpg,"c(-0.274435084, -0.2744093348, 51.4059861326, 51.4060182588)",3.99388588932066
RWG123285,2017-10-03,0,0,0,0,0,GREEN,Kingston upon Thames,https://cycleassetimages.data.tfl.gov.uk/RWG123285_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123285_2.jpg,"c(-0.2820110442, -0.2820862304, 51.4169997913, 51.4170205889)",5.70375933093753
RWG123286,2017-10-03,0,0,0,0,0,GREEN,Kingston upon Thames,https://cycleassetimages.data.tfl.gov.uk/RWG123286_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123286_2.jpg,"c(-0.2817960233, -0.2818401595, 51.4172639684, 51.4172351709)",4.42961080317404
RWG123297,2017-10-04,0,0,0,0,0,GREEN,Kingston upon Thames,https://cycleassetimages.data.tfl.gov.uk/RWG123297_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123297_2.jpg,"c(-0.2822928953, -0.2822471127, -0.2822468017, 51.4171013565, 51.4171283577, 51.4171290959)",4.45455404626745
RWG123328,2017-10-05,1,1,0,0,0,NONE,Kingston upon Thames,https://cycleassetimages.data.tfl.gov.uk/RWG123328_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123328_2.jpg,"c(-0.254190023, -0.2542052331, 51.3864611964, 51.3864950225)",3.90658087369895
RWG123353,2017-10-10,1,1,0,0,0,GREEN,Kingston upon Thames,https://cycleassetimages.data.tfl.gov.uk/RWG123353_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123353_2.jpg,"c(-0.3071571686, -0.3071586125, 51.4298852416, 51.429921071)",3.98531110659936
RWG123354,2017-10-10,1,1,0,0,0,GREEN,Kingston upon Thames,https://cycleassetimages.data.tfl.gov.uk/RWG123354_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123354_2.jpg,"c(-0.3108121923, -0.3108390205, 51.3589921838, 51.3589606642)",3.9691105543325
RWG123364,2017-10-11,0,0,0,0,0,NONE,Kingston upon Thames,https://cycleassetimages.data.tfl.gov.uk/RWG123364_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123364_2.jpg,"c(-0.306776971, -0.306794619, 51.3667034528, 51.3666536344)",5.6734294131889
RWG123381,2017-10-14,1,1,0,0,0,GREEN,Hounslow,https://cycleassetimages.data.tfl.gov.uk/RWG123381_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123381_2.jpg,"c(-0.3821147874, -0.3820735645, 51.4377015494, 51.4377327938)",4.4983110129718
RWG123375,2017-10-12,0,0,0,0,0,NONE,Hounslow,https://cycleassetimages.data.tfl.gov.uk/RWG123375_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123375_2.jpg,"c(-0.3886361861, -0.3886642568, 51.4409778683, 51.4409455378)",4.08769881084329
RWG123382,2017-10-14,0,0,0,0,0,NONE,Hounslow,https://cycleassetimages.data.tfl.gov.uk/RWG123382_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123382_2.jpg,"c(-0.3886066783, -0.3886669352, 51.4405987786, 51.4406189501)",4.74063955859531
RWG123291,2017-10-03,1,1,0,0,0,NONE,Merton,https://cycleassetimages.data.tfl.gov.uk/RWG123291_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123291_2.jpg,"c(-0.1967052519, -0.1966633871, 51.4193099489, 51.4193136783)",2.93250256774283
RWG123293,2017-10-04,1,1,0,0,0,NONE,Merton,https://cycleassetimages.data.tfl.gov.uk/RWG123293_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123293_2.jpg,"c(-0.1991747925, -0.1992367708, 51.4015340956, 51.4015250546)",4.415406569383
RWG123357,2017-10-10,1,1,0,0,0,NONE,Merton,https://cycleassetimages.data.tfl.gov.uk/RWG123357_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123357_2.jpg,"c(-0.2256601406, -0.2256876312, 51.3947645896, 51.3947910532)",3.50668534234976
RWG999549,2018-05-31,0,0,0,0,0,NONE,Merton,https://cycleassetimages.data.tfl.gov.uk/RWG999549_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG999549_2.jpg,"c(-0.2077905702, -0.2077504617, 51.421606187, 51.4215808285)",3.96049201059364
RWG123362,2017-10-11,0,0,0,0,0,NONE,Kingston upon Thames,https://cycleassetimages.data.tfl.gov.uk/RWG123362_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123362_2.jpg,"c(-0.3073097793, -0.3072536649, 51.3668064596, 51.3667823085)",4.73155673261197
RWG123329,2017-10-05,0,0,0,0,1,GREEN,Kingston upon Thames,https://cycleassetimages.data.tfl.gov.uk/RWG123329_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123329_2.jpg,"c(-0.3041121257, -0.3041115441, 51.4052941671, 51.4053352905)",4.57289857749525
RWG123336,2017-10-07,1,1,0,0,0,GREEN,Merton,https://cycleassetimages.data.tfl.gov.uk/RWG123336_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123336_2.jpg,"c(-0.2031316775, -0.2031656195, 51.3944182984, 51.3943803177)",4.83545876574529
